Date,Observer,Time,Subject,Unit,Sex,Status,State,Social,Recipient
7/22/10,DAVID,10:26:50 AM,JEF,K,M,BACHELOR,S,,
7/22/10,DAVID,10:26:57 AM,JEF,K,M,BACHELOR,,G2,SAM
7/22/10,DAVID,10:27:19 AM,JEF,K,M,BACHELOR,NB,,
7/22/10,DAVID,10:27:45 AM,JEF,K,M,BACHELOR,,G3,SAM
7/22/10,DAVID,10:29:06 AM,JEF,K,M,BACHELOR,,G2,SAM
7/22/10,DAVID,10:29:28 AM,JEF,K,M,BACHELOR,,G3,SAM
7/22/10,DAVID,10:29:59 AM,JEF,K,M,BACHELOR,,G2,SAM
7/22/10,DAVID,10:30:17 AM,JEF,K,M,BACHELOR,,VG1VM1S,
7/22/10,DAVID,10:30:41 AM,JEF,K,M,BACHELOR,,VY1,
7/22/10,DAVID,10:31:31 AM,JEF,K,M,BACHELOR,,GZ,SAM
7/22/10,DAVID,10:31:35 AM,JEF,K,M,BACHELOR,,L2,SAM
7/22/10,DAVID,10:31:36 AM,JEF,K,M,BACHELOR,F,,
7/22/10,DAVID,10:32:00 AM,JEF,K,M,BACHELOR,M,,
7/22/10,DAVID,10:32:15 AM,JEF,K,M,BACHELOR,,VG1VG2,DIK
7/22/10,DAVID,10:32:28 AM,JEF,K,M,BACHELOR,NB,,
7/22/10,DAVID,10:32:32 AM,JEF,K,M,BACHELOR,END,,
7/22/10,DAVID,10:51:43 AM,DIK,K,M,BACHELOR,START,,
7/22/10,DAVID,10:51:46 AM,DIK,K,M,BACHELOR,F,,
7/22/10,DAVID,10:52:51 AM,DIK,K,M,BACHELOR,VGSEQ,DIK,SAM
7/22/10,DAVID,10:53:43 AM,DIK,K,M,BACHELOR,,K2A2,SAM
7/22/10,DAVID,10:55:15 AM,DIK,K,M,BACHELOR,,VG1VM1,
7/22/10,DAVID,10:55:28 AM,DIK,K,M,BACHELOR,M,,
7/22/10,DAVID,10:55:33 AM,DIK,K,M,BACHELOR,F,,
7/22/10,DAVID,10:57:11 AM,DIK,K,M,BACHELOR,NB,,
7/22/10,DAVID,10:57:39 AM,DIK,K,M,BACHELOR,,VI1VG1,
7/22/10,DAVID,10:59:32 AM,DIK,K,M,BACHELOR,,VG1,
7/22/10,DAVID,11:00:05 AM,DIK,K,M,BACHELOR,,VG1VI2,JEF
7/22/10,DAVID,11:01:59 AM,DIK,K,M,BACHELOR,NB,,
7/22/10,DAVID,11:02:38 AM,DIK,K,M,BACHELOR,,VM1VG2,SAM
7/22/10,DAVID,11:03:04 AM,DIK,K,M,BACHELOR,,VI1,
7/22/10,DAVID,11:04:03 AM,DIK,K,M,BACHELOR,,VM1,
7/22/10,DAVID,11:04:05 AM,DIK,K,M,BACHELOR,M,,
7/22/10,DAVID,11:04:19 AM,DIK,K,M,BACHELOR,,A1VG1VI1,SAM
7/22/10,DAVID,11:04:21 AM,DIK,K,M,BACHELOR,S,,
7/22/10,DAVID,11:04:24 AM,DIK,K,M,BACHELOR,,G2,SAM
7/22/10,DAVID,11:05:15 AM,DIK,K,M,BACHELOR,,VG1,
7/22/10,DAVID,11:06:02 AM,DIK,K,M,BACHELOR,,G1VG1VI2,SAM
7/22/10,DAVID,11:07:02 AM,DIK,K,M,BACHELOR,NB,,
7/22/10,DAVID,11:07:04 AM,DIK,K,M,BACHELOR,END,,
7/31/10,DAVID,10:04:55 AM,JEF,K,M,BACHELOR,START,,
7/31/10,DAVID,10:04:58 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:07:58 AM,JEF,K,M,BACHELOR,,VG1VG3,DIK
7/31/10,DAVID,10:08:14 AM,JEF,K,M,BACHELOR,,VM1,
7/31/10,DAVID,10:09:23 AM,JEF,K,M,BACHELOR,,L2,DIK
7/31/10,DAVID,10:09:24 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:09:46 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:10:02 AM,JEF,K,M,BACHELOR,,VG2VG2,DIK
7/31/10,DAVID,10:10:03 AM,JEF,K,M,BACHELOR,S,,
7/31/10,DAVID,10:10:11 AM,JEF,K,M,BACHELOR,,G1,DIK
7/31/10,DAVID,10:10:37 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:10:40 AM,JEF,K,M,BACHELOR,,GZ,DIK
7/31/10,DAVID,10:10:43 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:10:49 AM,JEF,K,M,BACHELOR,,L2,DIK
7/31/10,DAVID,10:10:54 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:11:16 AM,JEF,K,M,BACHELOR,,A1,DIK
7/31/10,DAVID,10:11:17 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:11:42 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:11:55 AM,JEF,K,M,BACHELOR,,L2,DIK
7/31/10,DAVID,10:11:58 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:12:11 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:12:16 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:13:15 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:13:26 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:13:39 AM,JEF,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,10:13:57 AM,JEF,K,M,BACHELOR,,A1,UBM
7/31/10,DAVID,10:13:58 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:14:02 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:14:13 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:14:24 AM,JEF,K,M,BACHELOR,,VG1VG1,
7/31/10,DAVID,10:15:24 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:15:48 AM,JEF,K,M,BACHELOR,,VY1,
7/31/10,DAVID,10:16:12 AM,JEF,K,M,BACHELOR,,L2,UBM
7/31/10,DAVID,10:17:18 AM,JEF,K,M,BACHELOR,,VG2VM2,DIK
7/31/10,DAVID,10:17:19 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:17:26 AM,JEF,K,M,BACHELOR,,A1,DIK
7/31/10,DAVID,10:17:28 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:19:05 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:19:21 AM,JEF,K,M,BACHELOR,,A1VT1,UBM
7/31/10,DAVID,10:19:26 AM,JEF,K,M,BACHELOR,R,,
7/31/10,DAVID,10:19:38 AM,JEF,K,M,BACHELOR,,A1,DIK
7/31/10,DAVID,10:19:46 AM,JEF,K,M,BACHELOR,,L2,UBM
7/31/10,DAVID,10:20:12 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:20:14 AM,JEF,K,M,BACHELOR,END,,
7/31/10,DAVID,10:22:41 AM,DIK,K,M,BACHELOR,START,,
7/31/10,DAVID,10:22:43 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,10:23:46 AM,DIK,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,10:23:51 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:24:32 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:24:36 AM,DIK,K,M,BACHELOR,,U1,
7/31/10,DAVID,10:24:45 AM,DIK,K,M,BACHELOR,S,,
7/31/10,DAVID,10:24:47 AM,DIK,K,M,BACHELOR,,G1,DIK
7/31/10,DAVID,10:24:53 AM,DIK,K,M,BACHELOR,,GZ,DIK
7/31/10,DAVID,10:24:53 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:25:27 AM,DIK,K,M,BACHELOR,,L@VS3,
7/31/10,DAVID,10:25:40 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:25:46 AM,DIK,K,M,BACHELOR,,A1,UBM
7/31/10,DAVID,10:25:48 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:26:04 AM,DIK,K,M,BACHELOR,,VG1VG2G1,JEF
7/31/10,DAVID,10:26:39 AM,DIK,K,M,BACHELOR,,L@N3MB,
7/31/10,DAVID,10:26:41 AM,DIK,K,M,BACHELOR,S,,
7/31/10,DAVID,10:26:47 AM,DIK,K,M,BACHELOR,,GZ,JEF
7/31/10,DAVID,10:26:54 AM,DIK,K,M,BACHELOR,,G1,JEF
7/31/10,DAVID,10:27:26 AM,DIK,K,M,BACHELOR,,G2,JEF
7/31/10,DAVID,10:28:05 AM,DIK,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:28:19 AM,DIK,K,M,BACHELOR,,L2,UBM
7/31/10,DAVID,10:28:30 AM,DIK,K,M,BACHELOR,,VG1,JEF
7/31/10,DAVID,10:28:42 AM,DIK,K,M,BACHELOR,,GZ,JEF
7/31/10,DAVID,10:28:44 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:28:55 AM,DIK,K,M,BACHELOR,,G1,DIK
7/31/10,DAVID,10:29:18 AM,DIK,K,M,BACHELOR,,GZ,DIK
7/31/10,DAVID,10:29:19 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:30:09 AM,DIK,K,M,BACHELOR,,L@N3MB,
7/31/10,DAVID,10:30:13 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,10:31:02 AM,DIK,K,M,BACHELOR,,L@VD1M,
7/31/10,DAVID,10:31:45 AM,DIK,K,M,BACHELOR,,VG2VG1,UBM
7/31/10,DAVID,10:32:10 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:32:30 AM,DIK,K,M,BACHELOR,,A1VG2VG1,UBM
7/31/10,DAVID,10:32:58 AM,DIK,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:33:15 AM,DIK,K,M,BACHELOR,,VG1VG2,JEF
7/31/10,DAVID,10:33:30 AM,DIK,K,M,BACHELOR,,A2,JEF
7/31/10,DAVID,10:34:02 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:34:18 AM,DIK,K,M,BACHELOR,,VG1VG2,UBM
7/31/10,DAVID,10:34:25 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:34:30 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,10:34:48 AM,DIK,K,M,BACHELOR,R,,
7/31/10,DAVID,10:35:02 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:35:05 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,10:35:44 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,10:35:51 AM,DIK,K,M,BACHELOR,,A1VG1,UBM
7/31/10,DAVID,10:35:57 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,10:36:14 AM,DIK,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,10:36:33 AM,DIK,K,M,BACHELOR,,L2,UBM
7/31/10,DAVID,10:36:55 AM,DIK,K,M,BACHELOR,,A2,JEF
7/31/10,DAVID,10:37:03 AM,DIK,K,M,BACHELOR,,L2,JEF
7/31/10,DAVID,10:37:36 AM,DIK,K,M,BACHELOR,,L@VM1M,
7/31/10,DAVID,10:38:06 AM,DIK,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:38:08 AM,DIK,K,M,BACHELOR,END,,
7/31/10,DAVID,10:45:00 AM,JEF,K,M,BACHELOR,START,,
7/31/10,DAVID,10:45:04 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:45:51 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:46:10 AM,JEF,K,M,BACHELOR,,VG1,
7/31/10,DAVID,10:46:20 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:47:03 AM,JEF,K,M,BACHELOR,,L@BAC,
7/31/10,DAVID,10:47:42 AM,JEF,K,M,BACHELOR,,VG1,
7/31/10,DAVID,10:48:51 AM,JEF,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,10:49:17 AM,JEF,K,M,BACHELOR,,L@BACVG1,
7/31/10,DAVID,10:50:34 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:50:58 AM,JEF,K,M,BACHELOR,,L@BAC,
7/31/10,DAVID,10:51:09 AM,JEF,K,M,BACHELOR,,VG1,
7/31/10,DAVID,10:51:32 AM,JEF,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,10:51:56 AM,JEF,K,M,BACHELOR,,VT2T1,BUM
7/31/10,DAVID,10:51:59 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:52:14 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:53:22 AM,JEF,K,M,BACHELOR,,L@UNU1,
7/31/10,DAVID,10:53:40 AM,JEF,K,M,BACHELOR,,A1,DIK
7/31/10,DAVID,10:55:04 AM,JEF,K,M,BACHELOR,,VT1,UBM
7/31/10,DAVID,10:55:29 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,10:57:12 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:57:35 AM,JEF,K,M,BACHELOR,,L2,DIK
7/31/10,DAVID,10:58:22 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:59:32 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,10:59:41 AM,JEF,K,M,BACHELOR,F,,
7/31/10,DAVID,10:59:55 AM,JEF,K,M,BACHELOR,M,,
7/31/10,DAVID,11:00:22 AM,JEF,K,M,BACHELOR,NB,,
7/31/10,DAVID,11:00:24 AM,JEF,K,M,BACHELOR,END,,
7/31/10,DAVID,11:02:52 AM,DIK,K,M,BACHELOR,START,,
7/31/10,DAVID,11:03:02 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:03:15 AM,DIK,K,M,BACHELOR,,VG1,
7/31/10,DAVID,11:03:16 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:03:32 AM,DIK,K,M,BACHELOR,,A1,JEF
7/31/10,DAVID,11:03:33 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:03:51 AM,DIK,K,M,BACHELOR,,L2,JEF
7/31/10,DAVID,11:04:18 AM,DIK,K,M,BACHELOR,,A1VG1VM1,UBM
7/31/10,DAVID,11:04:19 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:04:33 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:05:09 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:05:34 AM,DIK,K,M,BACHELOR,,VG1VG3A1D1,OJM
7/31/10,DAVID,11:05:39 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:05:54 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:06:08 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:06:36 AM,DIK,K,M,BACHELOR,,L@UN,
7/31/10,DAVID,11:06:49 AM,DIK,K,M,BACHELOR,,A1,JEF
7/31/10,DAVID,11:07:44 AM,DIK,K,M,BACHELOR,,L2,JEF
7/31/10,DAVID,11:07:48 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:08:28 AM,DIK,K,M,BACHELOR,NB,,
7/31/10,DAVID,11:08:36 AM,DIK,K,M,BACHELOR,,A1,JEF
7/31/10,DAVID,11:08:38 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:08:51 AM,DIK,K,M,BACHELOR,,L2,JEF
7/31/10,DAVID,11:08:52 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:09:53 AM,DIK,K,M,BACHELOR,,VG2VG1A1,JEF
7/31/10,DAVID,11:09:56 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:10:11 AM,DIK,K,M,BACHELOR,,L2,JEF
7/31/10,DAVID,11:10:12 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:10:31 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:11:01 AM,DIK,K,M,BACHELOR,,VG2VG1,UBM
7/31/10,DAVID,11:12:02 AM,DIK,K,M,BACHELOR,,A1,JEF
7/31/10,DAVID,11:12:20 AM,DIK,K,M,BACHELOR,,L1,JEF
7/31/10,DAVID,11:12:25 AM,DIK,K,M,BACHELOR,M,,
7/31/10,DAVID,11:12:31 AM,DIK,K,M,BACHELOR,F,,
7/31/10,DAVID,11:12:40 AM,DIK,K,M,BACHELOR,M,,
