"","id1","id2","unit","total_focals","all_groom","all_approach","all_leave","all_threat","all_nasty","all_fear","all_kiss","all_wish","all_mount","all_vg","all_vt","all_vf","focal_hrs"
"70","HEX","RAN","AMG8",39,21.4358974358974,1.23076923076923,1.94871794871795,0.102564102564103,0.205128205128205,0.205128205128205,1.02564102564103,0.615384615384615,3.07692307692308,19.8974358974359,0.102564102564103,0,9.75
"71","HOO","IGO","AMG7",21,1.52380952380952,0,0,0,0,0,0,0,0.571428571428571,1.52380952380952,0,0,5.25
"72","HOO","MEA","AMG7",18,18.6666666666667,0.444444444444444,0.666666666666667,0.222222222222222,0.222222222222222,0.444444444444444,0,0,4.66666666666667,17.3333333333333,0.222222222222222,0,4.5
"73","HOO","MUM","AMG7",16,2.5,0,0,0,0,0,0,0,0.75,2.5,0,0,4
"74","HOO","WOL","AMG7",18,6.88888888888889,0.222222222222222,0.444444444444444,0,0,0,0,0.222222222222222,1.77777777777778,6,0,0,4.5
"75","IGO","MEA","AMG7",152,2.65789473684211,0.105263157894737,0.184210526315789,0.0526315789473684,0,0.0263157894736842,0.0789473684210526,0,0.394736842105263,2.42105263157895,0.0526315789473684,0,38
"76","IGO","MOB","AMG7",5,62.4,0,1.6,0,0,0,3.2,3.2,24.8,52,0,0,1.25
"77","IGO","MUM","AMG7",70,3.42857142857143,0.0571428571428571,0.171428571428571,0,0,0,0,0,1.02857142857143,3.2,0,0,17.5
"78","IGO","QUA","AMG7",30,0.933333333333333,0.133333333333333,0.266666666666667,0,0,0.133333333333333,0,0,0.266666666666667,0.933333333333333,0,0,7.5
"79","IGO","WOL","AMG7",72,21.1111111111111,0.444444444444444,0.388888888888889,0,0.0555555555555556,0.0555555555555556,0.222222222222222,0.277777777777778,5.27777777777778,19.1666666666667,0,0,18
"80","KET","MUS","AMG5",36,8.66666666666667,0,0.111111111111111,0,0,0,0.333333333333333,0.222222222222222,2.44444444444444,8.33333333333333,0,0,9
"81","KET","ONI","AMG5",36,14.2222222222222,0.333333333333333,0.333333333333333,0.111111111111111,0,0,0.555555555555556,0.555555555555556,2.77777777777778,11.5555555555556,0.111111111111111,0,9
"82","KET","REL","AMG5",45,17.6,0.533333333333333,0.8,0.266666666666667,0,0.0888888888888889,0.0888888888888889,0,4.97777777777778,16.8,0.266666666666667,0,11.25
"83","KET","SAU","AMG5",24,14.6666666666667,0.333333333333333,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,2.66666666666667,12,0,0,6
"84","KET","ZET","AMG5",26,14,0.615384615384615,0.769230769230769,0,0,0,0.153846153846154,0.461538461538462,0.923076923076923,9.07692307692308,0,0,6.5
"85","KHA","ONE","AMG3",18,2.66666666666667,0.888888888888889,1.11111111111111,0,0.444444444444444,0,0,0,1.11111111111111,2.66666666666667,0,0,4.5
"86","KRO","NSF","AMG4",17,16.2352941176471,0.235294117647059,0.235294117647059,0,0.235294117647059,0.235294117647059,1.17647058823529,0.235294117647059,3.76470588235294,12.4705882352941,0,0,4.25
"87","KRO","SHO","AMG4",63,4.31746031746032,0.444444444444444,0.571428571428571,0,0,0.0634920634920635,0.0634920634920635,0.0634920634920635,1.20634920634921,3.55555555555556,0,0,15.75
"88","KRO","SMA","AMG4",73,15.7808219178082,0.767123287671233,0.602739726027397,0.0547945205479452,0,0.164383561643836,0.657534246575342,0.493150684931507,2.3013698630137,11.6164383561644,0.0547945205479452,0,18.25
"89","LES","NYA","AMG9",56,24.3571428571429,0.142857142857143,0.0714285714285714,0,0,0.0714285714285714,0.0714285714285714,0.214285714285714,8.28571428571429,23.7857142857143,0,0,14
"90","MEA","MOB","AMG7",28,6.14285714285714,0,0.285714285714286,0,0,0,0.857142857142857,0.714285714285714,1,4.42857142857143,0,0,7
"91","MEA","MUM","AMG7",101,6.89108910891089,0.237623762376238,0.277227722772277,0,0.0792079207920792,0,0.475247524752475,0.475247524752475,0.712871287128713,5.98019801980198,0,0,25.25
"92","MEA","QUA","AMG7",44,2,1.18181818181818,0.909090909090909,0,0,0,0,0.0909090909090909,0.454545454545455,1.54545454545455,0,0,11
"93","MEA","WOL","AMG7",103,6.44660194174757,0.194174757281553,0.194174757281553,0,0.0388349514563107,0,0,0,1.4368932038835,6.44660194174757,0,0,25.75
"94","MOB","MUM","AMG7",27,2.22222222222222,0.296296296296296,0.296296296296296,0,0,0,0.148148148148148,0.148148148148148,0.296296296296296,2.07407407407407,0,0,6.75
"95","MOB","WOL","AMG7",27,0.888888888888889,0,0,0,0,0,0,0,0.296296296296296,0.888888888888889,0,0,6.75
"96","MUM","WOL","AMG7",92,15.2173913043478,0.304347826086957,0.391304347826087,0.0869565217391304,0,0.0434782608695652,0.608695652173913,0.347826086956522,3.39130434782609,13.9565217391304,0.0869565217391304,0,23
"97","MUS","ONI","AMG5",24,5.33333333333333,0,0,0,0,0,0,0,1.33333333333333,5.33333333333333,0,0,6
"98","MUS","REL","AMG5",33,12.4848484848485,0.121212121212121,0.121212121212121,0,0,0,0.121212121212121,0.121212121212121,3.63636363636364,11.7575757575758,0,0,8.25
"99","MUS","SAU","AMG5",15,12.8,0.266666666666667,0.8,0,0,0,0,0,1.86666666666667,11.7333333333333,0,0,3.75
"100","MUS","ZET","AMG5",19,6.52631578947368,0.631578947368421,0.631578947368421,0,0,0.210526315789474,0,0,0.842105263157895,6.52631578947368,0,0,4.75
"101","NSF","SHO","AMG4",8,0,0,0,0,0,0,0,0,0,0,0,0,2
"102","NSF","SMA","AMG4",16,17.75,0.5,0.5,0,0,0,0.25,0.75,2,14.75,0,0,4
"103","ONI","REL","AMG5",34,17.5294117647059,0.117647058823529,0.352941176470588,0,0,0,0,0,5.17647058823529,17.4117647058824,0,0,8.5
"104","ONI","SAU","AMG5",17,5.88235294117647,0.235294117647059,0.235294117647059,0.235294117647059,0,0.235294117647059,0,0,0.705882352941177,5.88235294117647,0.235294117647059,0,4.25
"105","ONI","ZET","AMG5",18,3.77777777777778,0,0,0,0,0,0,0,0.666666666666667,3.77777777777778,0,0,4.5
"106","OUP","OUZ","AMG2",91,8.21978021978022,0.615384615384615,1.01098901098901,0,0,0.0879120879120879,0.43956043956044,0.307692307692308,2.15384615384615,6.37362637362637,0,0,22.75
"107","OUP","RHI","AMG2",18,12.4444444444444,0.666666666666667,0.666666666666667,0,0,0,0.222222222222222,0.222222222222222,1.77777777777778,10.8888888888889,0,0,4.5
"108","OUP","TEQ","AMG2",33,8.60606060606061,1.09090909090909,0.96969696969697,0.121212121212121,0,0.121212121212121,0.363636363636364,0.484848484848485,4.48484848484848,5.09090909090909,0.121212121212121,0.121212121212121,8.25
"109","OUP","VOD","AMG2",87,6.80459770114942,0.551724137931034,0.32183908045977,0.275862068965517,0.183908045977011,0.137931034482759,0.64367816091954,0.275862068965517,1.37931034482759,5.74712643678161,0.229885057471264,0,21.75
"110","OUP","WHI","AMG2",32,2.125,0.125,0.25,0,0,0,0.125,0.5,0.125,0.5,0,0,8
"111","OUZ","RHI","AMG2",23,3.47826086956522,0.173913043478261,0.173913043478261,0,0,0,0,0,0.521739130434783,3.47826086956522,0,0,5.75
"112","OUZ","TEQ","AMG2",38,0.526315789473684,0,0,0,0,0,0,0,0.315789473684211,0.526315789473684,0,0,9.5
"113","OUZ","VOD","AMG2",122,31.4754098360656,1.60655737704918,2.0655737704918,0.131147540983607,0.0327868852459016,0.0327868852459016,0.754098360655738,0.852459016393443,8.68852459016393,25.1475409836066,0.0983606557377049,0,30.5
"114","OUZ","WHI","AMG2",36,0.222222222222222,0,0,0,0,0,0,0,0,0.222222222222222,0,0,9
"115","REL","SAU","AMG5",22,13.6363636363636,0.363636363636364,0.181818181818182,0,0,0.181818181818182,0,0,2.36363636363636,12.3636363636364,0,0,5.5
"116","REL","ZET","AMG5",24,10.6666666666667,1,1.33333333333333,0,0.166666666666667,0,0.166666666666667,0.166666666666667,2,10.1666666666667,0,0,6
"117","RHI","VOD","AMG2",24,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,6
"118","SAU","ZET","AMG5",24,12.1666666666667,0.833333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0,2.16666666666667,11.3333333333333,0,0,6
"119","SHO","SMA","AMG4",54,2.66666666666667,0.666666666666667,0.296296296296296,0.0740740740740741,0,0,0,0,0.814814814814815,2.59259259259259,0.0740740740740741,0,13.5
"120","TEQ","VOD","AMG2",34,0,0,0,0,0,0,0,0,0,0,0,0,8.5
"121","TEQ","WHI","AMG2",21,3.80952380952381,0.19047619047619,0,0,0,0,0,0,1.71428571428571,2.85714285714286,0,0,5.25
"122","VOD","WHI","AMG2",34,0,0,0,0,0,0,0,0,0,0,0,0,8.5
