Date,Observer,Time,Subject,Unit,Sex,Status,State,Social,Recipient
2/13/11,DAVID,10:41:48 AM,DRA,K,M,BACHELOR,F,,
2/13/11,DAVID,10:42:00 AM,DRA,K,M,BACHELOR,M,,
2/13/11,DAVID,10:42:14 AM,DRA,K,M,BACHELOR,F,,
2/13/11,DAVID,10:42:38 AM,DRA,K,M,BACHELOR,M,,
2/13/11,DAVID,10:42:52 AM,DRA,K,M,BACHELOR,F,,
2/13/11,DAVID,10:43:51 AM,DRA,K,M,BACHELOR,NB,,
2/13/11,DAVID,10:46:11 AM,DRA,K,M,BACHELOR,,VG2VG1,SAM
2/13/11,DAVID,10:48:34 AM,DRA,K,M,BACHELOR,,L@VSVT1,
2/13/11,DAVID,10:48:58 AM,DRA,K,M,BACHELOR,NB,,
2/13/11,DAVID,10:48:59 AM,DRA,K,M,BACHELOR,END,,
2/13/11,DAVID,10:49:13 AM,MEA,K,M,BACHELOR,START,,
2/13/11,DAVID,10:49:14 AM,MEA,K,M,BACHELOR,F,,
2/13/11,DAVID,10:54:47 AM,MEA,K,M,BACHELOR,NB,,
2/13/11,DAVID,10:59:33 AM,MEA,K,M,BACHELOR,NB,,
2/13/11,DAVID,11:03:52 AM,MEA,K,M,BACHELOR,,U1,
2/13/11,DAVID,11:03:59 AM,MEA,K,M,BACHELOR,R,,
2/13/11,DAVID,11:04:01 AM,MEA,K,M,BACHELOR,M,,
2/13/11,DAVID,11:04:04 AM,MEA,K,M,BACHELOR,F,,
2/13/11,DAVID,11:04:34 AM,MEA,K,M,BACHELOR,NB,,
2/13/11,DAVID,11:04:36 AM,MEA,K,M,BACHELOR,END,,
2/13/11,DAVID,11:04:49 AM,QUA,K,M,BACHELOR,START,,
2/13/11,DAVID,11:05:30 AM,QUA,K,M,BACHELOR,F,,
2/13/11,DAVID,11:08:34 AM,QUA,K,M,BACHELOR,,L@U,
2/13/11,DAVID,11:08:50 AM,QUA,K,M,BACHELOR,,L@UVG1,
2/13/11,DAVID,11:10:22 AM,QUA,K,M,BACHELOR,NB,,
2/13/11,DAVID,11:11:34 AM,QUA,K,M,BACHELOR,,VI1,
2/13/11,DAVID,11:13:13 AM,QUA,K,M,BACHELOR,,VG2VG1VIVM1,SAM
2/13/11,DAVID,11:13:29 AM,QUA,K,M,BACHELOR,,L@U,
2/13/11,DAVID,11:15:03 AM,QUA,K,M,BACHELOR,,VG2VG1,SAM
2/13/11,DAVID,11:15:16 AM,QUA,K,M,BACHELOR,NB,,
2/13/11,DAVID,11:15:41 AM,QUA,K,M,BACHELOR,,L@U,
2/13/11,DAVID,11:16:30 AM,QUA,K,M,BACHELOR,,L@VS,
2/13/11,DAVID,11:17:19 AM,QUA,K,M,BACHELOR,,VG2VG1,SAM
2/13/11,DAVID,11:19:25 AM,QUA,K,M,BACHELOR,,L@UN,.
2/13/11,DAVID,11:20:09 AM,QUA,K,M,BACHELOR,NB,,
2/13/11,DAVID,11:20:10 AM,QUA,K,M,BACHELOR,END,,
2/14/11,DAVID,9:04:53 AM,VOD,K,M,BACHELOR,START,,
2/14/11,DAVID,9:04:54 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,9:06:12 AM,VOD,K,M,BACHELOR,VGSEQ,ATE,OUZ
2/14/11,ESHETI,9:06:36 AM,EAG,K,M,BACHELOR,START,,
2/14/11,ESHETI,9:06:38 AM,EAG,K,M,BACHELOR,S,,
2/14/11,ESHETI,9:06:56 AM,EAG,K,M,BACHELOR,,G2,ERG
2/14/11,DAVID,9:07:11 AM,VOD,K,M,BACHELOR,,VG2VG1,ATE
2/14/11,ESHETI,9:07:25 AM,EAG,K,M,BACHELOR,,GZ,ERG
2/14/11,ESHETI,9:07:27 AM,EAG,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:07:40 AM,EAG,K,M,BACHELOR,,W1X2,ERG
2/14/11,DAVID,9:08:24 AM,VOD,K,M,BACHELOR,,VG2VG1VIVM2,ATE
2/14/11,ESHETI,9:08:32 AM,EAG,K,M,BACHELOR,,VY1,ERG
2/14/11,ESHETI,9:08:42 AM,EAG,K,M,BACHELOR,S,,
2/14/11,ESHETI,9:09:04 AM,EAG,K,M,BACHELOR,,VG2VG1G1,ERG
2/14/11,ESHETI,9:09:19 AM,EAG,K,M,BACHELOR,,G3,ERG
2/14/11,DAVID,9:09:20 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,9:09:39 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:10:08 AM,EAG,K,M,BACHELOR,,GZ,ERG
2/14/11,ESHETI,9:10:09 AM,EAG,K,M,BACHELOR,R,,
2/14/11,DAVID,9:10:37 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:10:41 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,9:10:46 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:10:48 AM,EAG,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:10:53 AM,EAG,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:11:17 AM,EAG,K,M,BACHELOR,,VG2VG1VM1,ERG
2/14/11,DAVID,9:11:19 AM,VOD,K,M,BACHELOR,,VY1,
2/14/11,DAVID,9:11:52 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:11:58 AM,EAG,K,M,BACHELOR,,VG1VM1G2,ERG
2/14/11,DAVID,9:12:05 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:12:56 AM,EAG,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:12:58 AM,EAG,K,M,BACHELOR,S,,
2/14/11,ESHETI,9:13:08 AM,EAG,K,M,BACHELOR,,G3,ERG
2/14/11,DAVID,9:13:27 AM,VOD,K,M,BACHELOR,,A2VG1VG2G1VY2,ATE
2/14/11,ESHETI,9:13:36 AM,EAG,K,M,BACHELOR,,GZ,ERG
2/14/11,DAVID,9:13:36 AM,VOD,K,M,BACHELOR,,GZL1,ATE
2/14/11,DAVID,9:13:36 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:13:39 AM,EAG,K,M,BACHELOR,R,,
2/14/11,DAVID,9:13:41 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:13:56 AM,EAG,K,M,BACHELOR,,W2X1,ERG
2/14/11,DAVID,9:14:05 AM,VOD,K,M,BACHELOR,,VG2VG1VIVM1,OUZ
2/14/11,DAVID,9:14:13 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,9:14:27 AM,VOD,K,M,BACHELOR,,A1,OUZ
2/14/11,DAVID,9:14:29 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:14:48 AM,EAG,K,M,BACHELOR,,VG2VG1G1,ERG
2/14/11,ESHETI,9:14:48 AM,EAG,K,M,BACHELOR,S,,
2/14/11,DAVID,9:15:18 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:15:42 AM,EAG,K,M,BACHELOR,,VG2VY1G2,ERG
2/14/11,DAVID,9:15:56 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,9:15:59 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:16:25 AM,EAG,K,M,BACHELOR,,G1,ERG
2/14/11,ESHETI,9:16:37 AM,EAG,K,M,BACHELOR,,GZ,ERG
2/14/11,ESHETI,9:16:42 AM,EAG,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:16:48 AM,EAG,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:16:49 AM,VOD,K,M,BACHELOR,,L2,OUZ
2/14/11,ESHETI,9:16:52 AM,EAG,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:16:55 AM,EAG,K,M,BACHELOR,F,,
2/14/11,DAVID,9:18:06 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,9:18:15 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,9:18:46 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:18:52 AM,EAG,K,M,BACHELOR,,L@BAC,ERG
2/14/11,ESHETI,9:19:08 AM,EAG,K,M,BACHELOR,M,,
2/14/11,DAVID,9:19:46 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,9:19:59 AM,EAG,K,M,BACHELOR,,VG2VG1VM1,ERG
2/14/11,DAVID,9:20:00 AM,VOD,K,M,BACHELOR,,VT1,UBM
2/14/11,ESHETI,9:20:01 AM,EAG,K,M,BACHELOR,F,,
2/14/11,DAVID,9:20:39 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:20:41 AM,VOD,K,M,BACHELOR,END,,
2/14/11,ESHETI,9:21:47 AM,EAG,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:21:49 AM,EAG,K,M,BACHELOR,END,,
2/14/11,DAVID,9:22:01 AM,TEQ,K,M,BACHELOR,START,,
2/14/11,DAVID,9:22:13 AM,TEQ,K,M,BACHELOR,,G1,OUP
2/14/11,DAVID,9:22:13 AM,TEQ,K,M,BACHELOR,S,,
2/14/11,DAVID,9:22:55 AM,TEQ,K,M,BACHELOR,,GZ,OUP
2/14/11,DAVID,9:23:20 AM,TEQ,K,M,BACHELOR,,F1VN1,ATE
2/14/11,DAVID,9:23:23 AM,TEQ,K,M,BACHELOR,M,,
2/14/11,DAVID,9:23:26 AM,TEQ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:23:35 AM,ATE,K,M,BACHELOR,START,,
2/14/11,ESHETI,9:23:36 AM,ATE,K,M,BACHELOR,S,,
2/14/11,DAVID,9:23:45 AM,TEQ,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,9:24:35 AM,ATE,K,M,BACHELOR,,G1,VOD
2/14/11,DAVID,9:24:55 AM,TEQ,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:25:09 AM,ATE,K,M,BACHELOR,,VG2VG1VM1G2,VOD
2/14/11,DAVID,9:25:11 AM,TEQ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:25:21 AM,ATE,K,M,BACHELOR,,GZ,VOD
2/14/11,ESHETI,9:25:22 AM,ATE,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:25:33 AM,ATE,K,M,BACHELOR,M,,
2/14/11,DAVID,9:25:39 AM,TEQ,K,M,BACHELOR,,VY1,
2/14/11,ESHETI,9:25:44 AM,ATE,K,M,BACHELOR,,L1,VOD
2/14/11,DAVID,9:25:46 AM,TEQ,K,M,BACHELOR,,U1,
2/14/11,DAVID,9:25:51 AM,TEQ,K,M,BACHELOR,,Y1,
2/14/11,ESHETI,9:25:58 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,ESHETI,9:26:12 AM,ATE,K,M,BACHELOR,R,,
2/14/11,DAVID,9:27:07 AM,TEQ,K,M,BACHELOR,,VY1,
2/14/11,ESHETI,9:27:10 AM,ATE,K,M,BACHELOR,,VG2VY1G2,VOD
2/14/11,ESHETI,9:27:10 AM,ATE,K,M,BACHELOR,S,,
2/14/11,DAVID,9:27:47 AM,TEQ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:28:11 AM,ATE,K,M,BACHELOR,,VG1W1VG2,VOD
2/14/11,ESHETI,9:28:18 AM,ATE,K,M,BACHELOR,,G3,VOD
2/14/11,ESHETI,9:30:05 AM,ATE,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:30:28 AM,TEQ,K,M,BACHELOR,,VG1VM1VY1,
2/14/11,ESHETI,9:31:01 AM,ATE,K,M,BACHELOR,,VG1W1VG2G2,VOD
2/14/11,ESHETI,9:31:17 AM,ATE,K,M,BACHELOR,,G1,VOD
2/14/11,DAVID,9:31:34 AM,TEQ,K,M,BACHELOR,M,,
2/14/11,DAVID,9:31:40 AM,TEQ,K,M,BACHELOR,,A1,OUP
2/14/11,DAVID,9:31:41 AM,TEQ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:32:01 AM,ATE,K,M,BACHELOR,,GZ,VOD
2/14/11,ESHETI,9:32:06 AM,ATE,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:32:28 AM,ATE,K,M,BACHELOR,,W1X2,VOD
2/14/11,DAVID,9:32:38 AM,TEQ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:33:17 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,ESHETI,9:33:38 AM,ATE,K,M,BACHELOR,,U1,VOD
2/14/11,ESHETI,9:33:47 AM,ATE,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:33:48 AM,TEQ,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,9:34:16 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,DAVID,9:35:06 AM,TEQ,K,M,BACHELOR,,L@U,.
2/14/11,ESHETI,9:35:42 AM,ATE,K,M,BACHELOR,,L2,VOD
2/14/11,ESHETI,9:36:09 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,ESHETI,9:36:36 AM,ATE,K,M,BACHELOR,,U1,VOD
2/14/11,ESHETI,9:36:59 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,DAVID,9:37:09 AM,TEQ,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:37:10 AM,TEQ,K,M,BACHELOR,END,,
2/14/11,ESHETI,9:37:39 AM,ATE,K,M,BACHELOR,,L@U,VOD
2/14/11,ESHETI,9:39:35 AM,ATE,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:39:37 AM,ATE,K,M,BACHELOR,END,,
2/14/11,ESHETI,9:40:43 AM,OUZ,K,M,BACHELOR,START,,
2/14/11,ESHETI,9:40:45 AM,OUZ,K,M,BACHELOR,S,,
2/14/11,ESHETI,9:41:00 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,ESHETI,9:41:16 AM,OUZ,K,M,BACHELOR,,VG2VG1,VOD
2/14/11,ESHETI,9:41:35 AM,OUZ,K,M,BACHELOR,,G3,VOD
2/14/11,ESHETI,9:43:20 AM,OUZ,K,M,BACHELOR,,VG1VY1,VOD
2/14/11,ESHETI,9:43:48 AM,OUZ,K,M,BACHELOR,,VG2VG1G1,VOD
2/14/11,ESHETI,9:44:17 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,ESHETI,9:45:42 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,ESHETI,9:46:34 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:47:09 AM,OUZ,K,M,BACHELOR,,VG2VG1G2,VOD
2/14/11,DAVID,9:48:00 AM,OUZ,K,M,BACHELOR,START,,
2/14/11,DAVID,9:48:05 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,DAVID,9:48:06 AM,OUZ,K,M,BACHELOR,S,,
2/14/11,ESHETI,9:49:22 AM,OUZ,K,M,BACHELOR,,VG2VG1G1,VOD
2/14/11,DAVID,9:49:40 AM,OUZ,K,M,BACHELOR,,G1VG2,VOD
2/14/11,ESHETI,9:49:59 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,DAVID,9:50:23 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,ESHETI,9:50:55 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:51:00 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,DAVID,9:51:19 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,ESHETI,9:51:56 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,DAVID,9:52:20 AM,OUZ,K,M,BACHELOR,,G2,VOD
2/14/11,ESHETI,9:52:36 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,DAVID,9:53:02 AM,OUZ,K,M,BACHELOR,,G1,VOD
2/14/11,ESHETI,9:53:10 AM,OUZ,K,M,BACHELOR,,VG2VG1,ATE
2/14/11,DAVID,9:53:35 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:53:40 AM,OUZ,K,M,BACHELOR,,GZ,ATE
2/14/11,ESHETI,9:53:43 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:53:59 AM,OUZ,K,M,BACHELOR,,L2,VOD
2/14/11,DAVID,9:54:02 AM,OUZ,K,M,BACHELOR,,GZ,VOD
2/14/11,DAVID,9:54:05 AM,OUZ,K,M,BACHELOR,,L2,VOD
2/14/11,DAVID,9:54:06 AM,OUZ,K,M,BACHELOR,S,,
2/14/11,DAVID,9:54:07 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,DAVID,9:54:24 AM,OUZ,K,M,BACHELOR,,L@U,.
2/14/11,DAVID,9:54:34 AM,OUZ,K,M,BACHELOR,X,,
2/14/11,ESHETI,9:54:37 AM,OUZ,K,M,BACHELOR,,U1,VOD
2/14/11,DAVID,9:54:39 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:54:54 AM,OUZ,K,M,BACHELOR,,Y1,VOD
2/14/11,DAVID,9:55:02 AM,OUZ,K,M,BACHELOR,,U1,.
2/14/11,DAVID,9:55:08 AM,OUZ,K,M,BACHELOR,,VY1,.
2/14/11,ESHETI,9:55:11 AM,OUZ,K,M,BACHELOR,M,,
2/14/11,DAVID,9:55:13 AM,OUZ,K,M,BACHELOR,,L@U,.
2/14/11,DAVID,9:55:13 AM,OUZ,K,M,BACHELOR,X,,
2/14/11,DAVID,9:55:20 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,ESHETI,9:55:23 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,DAVID,9:55:35 AM,OUZ,K,M,BACHELOR,M,,
2/14/11,ESHETI,9:55:43 AM,OUZ,K,M,BACHELOR,,VG2VG1G1,ATE
2/14/11,ESHETI,9:55:45 AM,OUZ,K,M,BACHELOR,S,,
2/14/11,DAVID,9:56:03 AM,OUZ,K,M,BACHELOR,R,,
2/14/11,DAVID,9:56:39 AM,OUZ,K,M,BACHELOR,,A1,ATE
2/14/11,ESHETI,9:57:20 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,ESHETI,9:57:22 AM,OUZ,K,M,BACHELOR,END,,
2/14/11,DAVID,9:58:10 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,DAVID,9:58:58 AM,OUZ,K,M,BACHELOR,,VY1,
2/14/11,DAVID,10:00:07 AM,OUZ,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,10:01:36 AM,DGU,K,M,BACHELOR,START,,
2/14/11,ESHETI,10:01:56 AM,DGU,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:02:21 AM,DGU,K,M,BACHELOR,,VY1,
2/14/11,DAVID,10:03:07 AM,OUZ,K,M,BACHELOR,NB,,
2/14/11,DAVID,10:03:08 AM,OUZ,K,M,BACHELOR,END,,
2/14/11,ESHETI,10:05:04 AM,DGU,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,10:05:55 AM,DGU,K,M,BACHELOR,,U1,
2/14/11,ESHETI,10:06:24 AM,DGU,K,M,BACHELOR,,U1,
2/14/11,ESHETI,10:06:40 AM,DGU,K,M,BACHELOR,,VG1,
2/14/11,ESHETI,10:07:59 AM,DGU,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:11:16 AM,DGU,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,10:11:52 AM,DGU,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:12:57 AM,DGU,K,M,BACHELOR,,L@U,
2/14/11,ESHETI,10:13:17 AM,DGU,K,M,BACHELOR,,U1,
2/14/11,ESHETI,10:13:54 AM,DGU,K,M,BACHELOR,,U1,
2/14/11,ESHETI,10:16:48 AM,DGU,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:16:50 AM,DGU,K,M,BACHELOR,END,,
2/14/11,ESHETI,10:25:22 AM,VOD,K,M,BACHELOR,START,,
2/14/11,ESHETI,10:25:23 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:25:37 AM,VOD,K,M,BACHELOR,,U1,
2/14/11,ESHETI,10:25:41 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:25:51 AM,OUP,K,M,BACHELOR,START,,
2/14/11,DAVID,10:25:51 AM,OUP,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:25:59 AM,VOD,K,M,BACHELOR,R,,
2/14/11,DAVID,10:26:28 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:26:28 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:26:43 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:26:56 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:27:05 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,10:27:06 AM,OUP,K,M,BACHELOR,,T2F2VN2,DGU
2/14/11,DAVID,10:27:18 AM,OUP,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:27:25 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:27:46 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:27:56 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,10:27:58 AM,OUP,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:27:58 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:28:05 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:28:25 AM,VOD,K,M,BACHELOR,,VI1,
2/14/11,ESHETI,10:28:28 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:28:34 AM,VOD,K,M,BACHELOR,,L@U,
2/14/11,DAVID,10:28:34 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:28:38 AM,VOD,K,M,BACHELOR,R,,
2/14/11,DAVID,10:28:49 AM,OUP,K,M,BACHELOR,,F2VIVM1,DGU
2/14/11,DAVID,10:28:52 AM,OUP,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:28:53 AM,VOD,K,M,BACHELOR,,VG1,
2/14/11,ESHETI,10:28:56 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:28:59 AM,OUP,K,M,BACHELOR,F,,
2/14/11,DAVID,10:29:01 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:29:41 AM,VOD,K,M,BACHELOR,,VG2VG1,OUZ
2/14/11,ESHETI,10:29:43 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:29:52 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:29:56 AM,OUP,K,M,BACHELOR,R,,
2/14/11,DAVID,10:30:03 AM,OUP,K,M,BACHELOR,F,,
2/14/11,DAVID,10:30:17 AM,OUP,K,M,BACHELOR,M,,
2/14/11,DAVID,10:31:19 AM,OUP,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:31:22 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:31:30 AM,VOD,K,M,BACHELOR,R,,
2/14/11,DAVID,10:31:35 AM,OUP,K,M,BACHELOR,R,,
2/14/11,DAVID,10:32:00 AM,OUP,K,M,BACHELOR,R,,
2/14/11,DAVID,10:32:00 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:32:03 AM,VOD,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:32:11 AM,VOD,K,M,BACHELOR,,L@U,OUZ
2/14/11,DAVID,10:32:13 AM,OUP,K,M,BACHELOR,R,,
2/14/11,DAVID,10:32:30 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:32:50 AM,VOD,K,M,BACHELOR,,VG2VG1,ATE
2/14/11,ESHETI,10:33:11 AM,VOD,K,M,BACHELOR,R,,
2/14/11,DAVID,10:33:27 AM,OUP,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:33:49 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:33:51 AM,OUP,K,M,BACHELOR,,M1G1VY2,SAM
2/14/11,ESHETI,10:33:56 AM,VOD,K,M,BACHELOR,R,,
2/14/11,DAVID,10:34:08 AM,OUP,K,M,BACHELOR,,G2,SAM
2/14/11,DAVID,10:34:11 AM,OUP,K,M,BACHELOR,S,,
2/14/11,DAVID,10:34:22 AM,OUP,K,M,BACHELOR,,GZL1,SAM
2/14/11,DAVID,10:34:22 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:34:23 AM,VOD,K,M,BACHELOR,,VY1,ATE
2/14/11,ESHETI,10:34:27 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:35:16 AM,OUP,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:35:20 AM,VOD,K,M,BACHELOR,,VG2VY1,ATE
2/14/11,DAVID,10:35:20 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:35:21 AM,VOD,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:35:32 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,DAVID,10:36:22 AM,OUP,K,M,BACHELOR,NB,,
2/14/11,DAVID,10:36:25 AM,OUP,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:36:29 AM,VOD,K,M,BACHELOR,,VI1,ATE
2/14/11,DAVID,10:36:37 AM,OUP,K,M,BACHELOR,,VG2VM1,SAM
2/14/11,ESHETI,10:36:37 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,10:36:38 AM,OUP,K,M,BACHELOR,M,,
2/14/11,DAVID,10:36:44 AM,OUP,K,M,BACHELOR,F,,
2/14/11,DAVID,10:36:54 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:36:59 AM,VOD,K,M,BACHELOR,,VG2VG1,AT.E
2/14/11,ESHETI,10:37:01 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:37:48 AM,OUP,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:38:02 AM,VOD,K,M,BACHELOR,F,,
2/14/11,ESHETI,10:38:10 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:38:16 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:38:35 AM,VOD,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:38:46 AM,VOD,K,M,BACHELOR,,U1,AT.E
2/14/11,DAVID,10:38:57 AM,OUP,K,M,BACHELOR,R,,
2/14/11,DAVID,10:39:12 AM,OUP,K,M,BACHELOR,M,,
2/14/11,ESHETI,10:39:15 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:39:44 AM,OUP,K,M,BACHELOR,,F2VN2VIVM1,DGU
2/14/11,ESHETI,10:39:58 AM,VOD,K,M,BACHELOR,F,,
2/14/11,DAVID,10:40:04 AM,OUP,K,M,BACHELOR,R,,
2/14/11,ESHETI,10:40:14 AM,VOD,K,M,BACHELOR,M,,
2/14/11,DAVID,10:40:50 AM,OUP,K,M,BACHELOR,F,,
2/14/11,DAVID,10:41:21 AM,OUP,K,M,BACHELOR,NB,,
2/14/11,DAVID,10:41:22 AM,OUP,K,M,BACHELOR,END,,
2/14/11,ESHETI,10:41:29 AM,VOD,K,M,BACHELOR,NB,,
2/14/11,ESHETI,10:41:30 AM,VOD,K,M,BACHELOR,END,,
2/14/11,DAVID,10:43:16 AM,DGU,K,M,BACHELOR,START,,
2/14/11,DAVID,10:43:17 AM,DGU,K,M,BACHELOR,M,,
2/14/11,DAVID,10:43:49 AM,DGU,K,M,BACHELOR,R,,
2/14/11,DAVID,10:44:14 AM,DGU,K,M,BACHELOR,,L@U,
2/14/11,DAVID,10:45:06 AM,DGU,K,M,BACHELOR,,VY1,
2/14/11,ESHETI,10:45:13 AM,OUP,K,M,BACHELOR,START,,
2/14/11,ESHETI,10:45:14 AM,OUP,K,M,BACHELOR,R,,
